1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,TotalSF
1054,0.0,3.0,3,763,6,173,0.0,480,2,1963.0,1054,2,8800,80.0,156.0,0,7,6,936,0.0,1963,1963,1990.0
1120,0.0,3.0,0,206,5,914,0.0,0,0,0.0,1120,1,8402,70.0,0.0,30,5,5,1120,0.0,2007,2007,2240.0
1616,0.0,3.0,2,0,1,1616,0.0,834,2,2005.0,1616,2,8688,73.0,228.0,59,5,7,1616,0.0,2005,2005,3232.0
1073,0.0,3.0,0,836,5,237,0.0,515,2,1965.0,1073,1,10289,79.0,168.0,0,7,5,1073,0.0,1965,1965,2146.0
1389,0.0,2.0,2,1071,5,195,0.0,418,2,1975.0,1389,1,10010,77.0,0.0,38,5,5,1389,0.0,1974,1975,2778.0
861,0.0,1.0,0,262,4,599,0.0,539,0,1961.0,861,1,12342,69.0,0.0,0,5,4,861,0.0,1940,1950,1722.0
575,560.0,3.0,0,350,5,0,0.0,576,2,1971.0,1135,2,7200,60.0,0.0,0,9,7,560,0.0,1936,2007,1695.0
1466,1362.0,4.0,3,1150,6,316,0.0,1052,2,2006.0,2828,2,9965,77.0,340.0,144,5,8,1466,0.0,2006,2007,4294.0
1616,0.0,2.0,0,1180,6,415,0.0,608,2,1995.0,1616,2,5389,39.0,0.0,152,5,8,1595,0.0,1995,1996,3211.0
1437,0.0,3.0,3,1157,5,280,0.0,528,2,1976.0,1437,2,10768,90.0,0.0,21,8,5,1437,0.0,1976,2004,2874.0
1630,0.0,3.0,0,0,0,1630,0.0,451,1,2000.0,1630,2,9750,75.0,171.0,234,5,7,1630,0.0,2000,2001,3260.0
1800,0.0,3.0,3,1274,6,526,0.0,765,3,2002.0,1800,2,14331,85.0,630.0,78,5,8,1800,0.0,2002,2002,3600.0
1094,761.0,3.0,0,0,1,528,0.0,512,2,1976.0,1855,1,9600,80.0,360.0,100,7,6,528,0.0,1976,1994,2383.0
892,783.0,3.0,0,0,1,841,0.0,502,3,1999.0,1675,1,24682,69.0,0.0,103,5,6,841,0.0,1999,1999,2516.0
956,1128.0,4.0,0,656,6,300,0.0,618,2,2004.0,2084,2,10142,76.0,0.0,45,5,7,956,0.0,2004,2004,3040.0
616,495.0,3.0,1,236,2,0,0.0,200,1,1941.0,1111,1,9084,60.0,0.0,0,6,5,616,0.0,1941,1950,1727.0
729,0.0,2.0,0,0,1,270,0.0,0,0,0.0,729,1,4130,56.0,0.0,0,6,3,270,0.0,1935,2003,999.0
1586,0.0,3.0,0,0,0,1362,0.0,435,1,1979.0,1586,1,17043,48.0,0.0,0,5,6,1362,192.0,1979,1998,2948.0
2234,0.0,1.0,0,1904,6,312,0.0,1166,3,2009.0,2234,3,17423,63.0,748.0,60,5,9,2216,0.0,2008,2009,4450.0
858,0.0,3.0,0,614,4,244,0.0,0,0,0.0,858,1,8125,69.0,0.0,0,4,4,858,0.0,1971,1971,1716.0
833,0.0,3.0,0,625,0,208,0.0,0,0,0.0,833,1,8780,69.0,0.0,0,5,5,833,0.0,1985,1985,1666.0
1283,0.0,3.0,0,504,3,319,0.0,506,1,1980.0,1283,1,7763,70.0,0.0,0,7,5,931,0.0,1962,1980,2214.0
1644,0.0,3.0,0,1285,6,131,0.0,418,3,1953.0,1644,1,9600,80.0,238.0,0,5,6,1416,0.0,1953,1953,3060.0
1383,0.0,3.0,0,565,3,818,0.0,292,0,1960.0,1383,1,11600,80.0,175.0,45,5,6,1383,0.0,1960,1960,2766.0
2073,0.0,3.0,0,790,5,589,0.0,500,1,1978.0,2073,1,13175,85.0,119.0,0,6,6,1542,0.0,1978,1988,3615.0
958,581.0,3.0,0,0,1,650,0.0,686,1,1983.0,1539,2,10440,60.0,0.0,78,8,5,650,0.0,1904,2002,2189.0
1552,0.0,3.0,2,24,6,1528,0.0,782,0,2005.0,1552,2,10084,84.0,196.0,20,5,7,1552,0.0,2005,2006,3104.0
925,0.0,3.0,0,338,4,121,0.0,429,1,1965.0,925,1,9100,70.0,0.0,0,6,5,925,0.0,1965,1965,1850.0
1414,0.0,3.0,2,24,6,1390,0.0,494,2,2004.0,1414,2,8773,65.0,98.0,105,5,7,1414,0.0,2004,2004,2828.0
1013,0.0,2.0,0,0,1,1013,0.0,0,0,0.0,1526,0,8470,105.0,0.0,0,2,3,1013,0.0,1915,1982,2026.0
1712,0.0,4.0,0,528,2,1098,0.0,588,3,2005.0,1712,1,8393,70.0,122.0,54,5,5,1626,0.0,1959,2005,3338.0
1717,0.0,3.0,2,0,1,1709,0.0,908,2,2006.0,1717,2,11146,87.0,250.0,39,5,8,1709,0.0,2006,2006,3426.0
1089,661.0,3.0,0,0,1,636,0.0,240,1,1937.0,1750,3,9000,50.0,0.0,0,6,5,636,0.0,1880,1991,2386.0
786,390.0,2.0,0,0,1,698,0.0,624,1,1999.0,1176,1,6000,50.0,0.0,0,9,6,698,0.0,1937,2000,1874.0
1454,482.0,3.0,0,0,1,1406,0.0,504,2,2000.0,1936,2,11194,106.0,40.0,124,5,8,1406,188.0,2000,2000,3342.0
858,0.0,2.0,0,322,5,536,0.0,684,1,1979.0,858,1,7340,69.0,0.0,0,6,4,858,0.0,1971,1971,1716.0
1079,840.0,3.0,2,0,1,1079,0.0,685,2,2006.0,1919,2,15611,120.0,0.0,51,5,8,1079,0.0,2006,2006,2998.0
998,764.0,4.0,0,0,1,596,0.0,576,1,1989.0,1762,2,7200,60.0,0.0,0,7,7,596,0.0,1920,1950,2358.0
1728,0.0,6.0,0,231,2,1497,0.0,576,1,1987.0,1728,1,13101,74.0,108.0,0,5,5,1728,0.0,1965,1965,3456.0
764,862.0,2.0,0,573,6,191,0.0,474,2,2003.0,1626,2,2448,36.0,106.0,27,5,7,764,0.0,2003,2004,2390.0
664,0.0,3.0,2,554,6,100,0.0,426,2,2006.0,1496,2,17104,58.0,0.0,24,5,7,654,100.0,2006,2006,1318.0
790,0.0,2.0,1,384,0,384,0.0,160,1,1925.0,790,1,6292,52.0,0.0,141,5,6,768,0.0,1930,1950,1558.0
1142,793.0,3.0,0,0,1,793,0.0,550,2,1976.0,1935,1,12384,69.0,233.0,113,7,7,793,0.0,1976,1976,2728.0
1098,866.0,4.0,0,403,0,400,0.0,483,2,1976.0,1964,1,10480,80.0,660.0,69,6,7,803,0.0,1976,1976,2767.0
833,833.0,3.0,0,0,1,588,0.0,228,1,1925.0,1666,2,5100,69.0,0.0,63,7,8,588,0.0,1925,1996,2254.0
985,0.0,3.0,2,595,6,390,0.0,328,1,1977.0,985,1,8385,65.0,220.0,0,8,5,985,0.0,1977,1977,1970.0
1358,0.0,2.0,2,720,6,638,0.0,484,2,2004.0,1358,2,8198,59.0,146.0,30,5,7,1358,0.0,2004,2004,2716.0
848,0.0,1.0,2,662,6,186,0.0,420,0,2004.0,848,2,4426,69.0,169.0,0,5,6,848,0.0,2004,2004,1696.0
1120,850.0,3.0,1,0,1,1085,0.0,753,3,2006.0,1970,3,11065,86.0,788.0,74,5,8,1085,0.0,2006,2006,3055.0
2046,0.0,3.0,1,0,1,2046,0.0,834,3,2008.0,2046,2,11844,80.0,464.0,82,5,8,2046,0.0,2008,2008,4092.0
992,873.0,3.0,0,735,6,257,0.0,839,0,2000.0,1865,2,10316,69.0,0.0,184,5,7,992,0.0,2000,2000,2857.0
1445,689.0,5.0,0,0,1,844,268.0,441,1,1930.0,2134,2,11888,69.0,0.0,60,6,6,844,0.0,1916,1994,2978.0
1372,1274.0,3.0,3,987,6,360,144.0,656,2,1993.0,2646,2,9900,90.0,256.0,60,5,7,1347,0.0,1993,1993,3993.0
1236,0.0,2.0,0,600,6,312,0.0,923,0,1957.0,1236,1,7407,90.0,0.0,158,7,6,912,0.0,1957,1996,2148.0
902,0.0,2.0,2,301,4,239,0.0,484,1,1983.0,902,1,8885,69.0,0.0,0,5,5,864,0.0,1983,1983,1766.0
912,0.0,2.0,0,737,5,175,0.0,352,0,1962.0,912,1,12968,69.0,0.0,0,6,5,912,0.0,1962,1962,1824.0
1656,0.0,3.0,3,639,4,441,0.0,528,3,1960.0,1656,1,31770,141.0,112.0,62,5,6,1080,0.0,1960,1960,2736.0
1382,0.0,3.0,3,672,3,0,0.0,884,1,1991.0,1382,1,19296,120.0,399.0,0,5,6,1362,0.0,1962,1962,2744.0
2020,0.0,4.0,4,0,0,0,0.0,630,1,1977.0,2020,1,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,2020.0
1052,0.0,3.0,2,504,0,506,0.0,440,1,1971.0,1052,1,8816,80.0,80.0,0,7,6,1010,0.0,1971,1971,2062.0
1328,1203.0,4.0,2,56,2,1198,0.0,752,2,1995.0,2531,2,12257,65.0,513.0,98,5,8,1318,0.0,1995,1995,3849.0
1004,848.0,3.0,1,668,6,336,0.0,660,3,1999.0,1852,2,9066,73.0,320.0,106,5,8,1004,0.0,1999,2000,2856.0
1660,0.0,3.0,1,1220,6,440,0.0,500,2,2006.0,1660,2,10182,85.0,420.0,50,5,8,1660,0.0,2006,2006,3320.0
1709,0.0,2.0,2,1238,6,460,0.0,506,3,1999.0,1709,2,5119,50.0,60.0,65,5,9,1698,0.0,1999,2000,3407.0
912,0.0,3.0,1,832,6,80,0.0,288,0,1962.0,912,2,6768,65.0,0.0,0,8,6,912,0.0,1961,1996,1824.0
928,836.0,3.0,0,821,6,107,0.0,470,2,1997.0,1764,2,15426,65.0,0.0,99,5,6,928,0.0,1997,1997,2692.0
735,660.0,3.0,0,593,4,130,0.0,497,1,1972.0,1395,1,12936,69.0,0.0,116,6,6,723,0.0,1972,1972,2118.0
1040,0.0,3.0,0,824,5,216,0.0,308,3,1963.0,1040,1,7500,75.0,0.0,0,5,5,1040,0.0,1963,1963,2080.0
2392,0.0,3.0,3,56,6,2336,0.0,968,3,2003.0,2392,3,13472,103.0,922.0,105,5,10,2392,0.0,2003,2003,4784.0
1103,0.0,2.0,0,397,4,706,0.0,440,0,1976.0,1103,2,6000,50.0,0.0,120,6,6,1103,0.0,1925,1980,2206.0
1050,1028.0,3.0,0,789,6,245,0.0,836,3,2008.0,2078,3,10800,85.0,100.0,102,5,8,1034,0.0,2007,2008,3112.0
803,0.0,2.0,2,116,4,604,244.0,360,1,1941.0,803,1,5000,50.0,0.0,0,6,5,720,0.0,1941,1950,1523.0
1152,0.0,3.0,0,0,1,1092,0.0,300,1,1950.0,1152,2,14000,80.0,0.0,36,8,6,1092,0.0,1950,2004,2244.0
1173,0.0,3.0,3,885,6,0,0.0,528,2,1974.0,1173,2,10625,85.0,81.0,120,6,7,1053,0.0,1974,1974,2226.0
372,720.0,3.0,4,0,0,0,0.0,0,0,0.0,1092,0,5600,70.0,0.0,0,5,4,0,0.0,1930,1950,1092.0
892,892.0,4.0,1,0,1,747,0.0,180,1,1914.0,1784,1,13132,96.0,0.0,40,5,5,747,0.0,1914,1950,2531.0
1222,698.0,4.0,0,0,1,570,0.0,487,2,1968.0,1920,2,10192,102.0,143.0,98,6,7,570,0.0,1968,1992,2490.0
1670,0.0,3.0,0,0,1,1670,0.0,690,2,2006.0,1670,2,14859,50.0,27.0,60,5,7,1670,0.0,2006,2006,3340.0
520,623.0,2.0,0,0,1,600,0.0,480,2,2005.0,1223,2,2544,24.0,0.0,166,5,7,600,0.0,2005,2005,1743.0
1801,0.0,1.0,0,1247,5,254,0.0,484,3,1959.0,1801,1,15602,100.0,0.0,54,8,7,1501,0.0,1959,1997,3302.0
1656,0.0,4.0,0,0,1,1656,0.0,506,1,1973.0,1656,1,9246,87.0,564.0,211,5,5,1656,0.0,1973,1973,3312.0
961,0.0,3.0,0,216,5,540,0.0,642,1,1998.0,1717,2,9550,60.0,0.0,35,5,7,756,0.0,1915,1970,1717.0
1422,1177.0,4.0,0,0,1,1393,0.0,779,3,1999.0,2599,2,14774,108.0,165.0,30,5,9,1393,0.0,1999,1999,3992.0
888,0.0,3.0,0,386,2,342,0.0,312,1,1942.0,1644,2,9480,79.0,224.0,0,7,5,728,0.0,1942,1995,1616.0
1136,1332.0,4.0,2,970,6,166,0.0,872,0,2004.0,2468,2,12099,99.0,388.0,154,5,8,1136,0.0,2004,2004,3604.0
796,566.0,1.0,0,732,6,64,0.0,480,1,1993.0,1362,1,14115,85.0,0.0,30,5,5,796,0.0,1993,1995,2158.0
1484,0.0,3.0,2,428,6,1048,0.0,472,2,2006.0,1484,3,9037,64.0,32.0,33,5,8,1476,0.0,2006,2006,2960.0
1200,0.0,1.0,1,661,6,203,0.0,884,1,1977.0,1200,2,9230,71.0,166.0,64,8,5,864,0.0,1965,1998,2064.0
1350,0.0,3.0,0,0,1,1064,0.0,478,2,1974.0,1350,1,10140,78.0,174.0,0,5,6,1064,0.0,1974,1974,2414.0
1152,0.0,3.0,4,0,0,0,0.0,0,0,0.0,1152,0,6040,65.0,0.0,0,5,4,0,0.0,1955,1955,1152.0
1680,0.0,3.0,0,144,2,379,0.0,583,3,1998.0,1680,2,10140,78.0,0.0,73,5,7,1650,78.0,1998,1999,3330.0
889,551.0,3.0,0,0,1,540,0.0,352,1,1940.0,1440,1,5000,63.0,0.0,0,4,5,540,0.0,1900,1950,1980.0
1214,0.0,3.0,0,695,4,519,0.0,318,2,1967.0,1214,1,10355,69.0,196.0,111,5,5,1214,0.0,1967,1967,2428.0
725,754.0,3.0,0,533,6,192,0.0,475,2,1976.0,1479,2,13517,69.0,289.0,44,8,6,725,0.0,1976,2005,2204.0
901,900.0,3.0,0,0,1,893,0.0,800,0,2005.0,1801,2,10463,72.0,0.0,116,5,8,893,0.0,2005,2005,2694.0
753,741.0,3.0,0,547,4,224,0.0,213,1,1942.0,1494,2,7500,69.0,0.0,0,7,6,771,0.0,1942,1950,2265.0
1532,797.0,4.0,0,1085,6,390,0.0,514,1,1990.0,2329,2,11839,86.0,99.0,121,5,7,1475,0.0,1990,1990,3804.0
1588,0.0,3.0,2,0,1,1588,0.0,825,0,2006.0,1588,2,10000,85.0,410.0,45,5,8,1588,0.0,2006,2006,3176.0
1194,0.0,3.0,1,655,5,0,0.0,539,3,1954.0,1194,1,8910,79.0,0.0,0,6,6,655,0.0,1959,1959,1849.0
1494,0.0,3.0,3,1200,6,279,0.0,576,2,1997.0,1494,2,9236,79.0,0.0,27,5,6,1479,0.0,1997,1997,2973.0
2053,1185.0,4.0,2,816,0,1217,0.0,666,3,1996.0,3238,2,14720,56.0,579.0,86,5,8,2033,0.0,1995,1996,5271.0
914,0.0,2.0,2,298,6,572,0.0,576,1,1998.0,914,1,8846,57.0,0.0,0,5,5,870,0.0,1996,1996,1784.0
832,809.0,3.0,0,16,2,712,234.0,546,1,1925.0,1641,3,9600,60.0,0.0,0,7,7,728,0.0,1925,1990,2369.0
1128,445.0,3.0,0,0,1,1078,0.0,360,1,1930.0,1573,1,6240,52.0,0.0,0,7,5,1078,0.0,1930,1992,2651.0
1472,0.0,3.0,2,1036,6,336,0.0,588,1,1980.0,1472,1,14115,69.0,225.0,48,5,7,1372,0.0,1980,1980,2844.0
983,767.0,4.0,1,660,5,323,0.0,423,1,1989.0,1750,1,12508,75.0,0.0,0,7,6,983,0.0,1940,1985,2733.0
866,902.0,3.0,2,20,6,846,0.0,578,2,2007.0,1768,2,10769,68.0,0.0,105,5,8,866,0.0,2007,2007,2634.0
1196,0.0,2.0,0,616,2,580,0.0,297,2,1956.0,1196,1,9000,72.0,74.0,44,5,6,1196,0.0,1956,1956,2392.0
1126,0.0,2.0,4,0,0,0,0.0,520,3,2002.0,1126,2,8777,67.0,0.0,96,5,4,0,0.0,1949,2003,1126.0
845,0.0,3.0,4,0,0,0,0.0,290,1,1957.0,845,1,11500,69.0,0.0,0,3,4,0,0.0,1957,1957,845.0
1168,800.0,3.0,2,562,0,29,0.0,530,2,1969.0,1968,1,11075,69.0,232.0,189,4,5,784,0.0,1969,1969,2752.0
949,272.0,4.0,0,392,4,392,0.0,392,1,1965.0,1221,1,9738,60.0,0.0,0,7,5,784,0.0,1924,1950,2005.0
684,684.0,3.0,0,0,1,684,0.0,216,1,1930.0,1368,1,3600,60.0,0.0,158,7,6,684,0.0,1910,1993,2052.0
483,504.0,3.0,0,321,3,162,0.0,280,1,1987.0,987,1,1869,21.0,127.0,0,6,6,483,0.0,1970,1970,1470.0
1442,0.0,3.0,1,738,6,172,0.0,719,3,1990.0,1442,2,10357,114.0,0.0,244,5,7,910,0.0,1990,1991,2352.0
1220,0.0,2.0,0,836,2,0,0.0,396,1,1951.0,1220,1,8877,67.0,0.0,0,5,4,836,0.0,1951,1951,2056.0
1500,0.0,3.0,2,20,6,1480,0.0,570,2,2004.0,1500,2,8487,63.0,210.0,36,5,7,1500,0.0,2004,2004,3000.0
1310,1140.0,3.0,1,781,6,503,0.0,1069,3,1998.0,2450,2,16545,69.0,731.0,126,5,8,1284,0.0,1998,1998,3734.0
2207,0.0,3.0,3,912,6,1035,0.0,576,2,1970.0,2207,1,19900,69.0,287.0,0,5,7,1947,0.0,1970,1989,4154.0
1208,0.0,2.0,2,686,6,501,0.0,632,2,2006.0,1208,2,6762,64.0,24.0,61,5,7,1187,0.0,2006,2006,2395.0
1050,745.0,4.0,0,0,1,1050,0.0,352,1,1954.0,1795,1,12150,81.0,335.0,0,5,5,1050,0.0,1954,1954,2845.0
1440,0.0,4.0,3,1440,0,0,0.0,0,0,0.0,1440,1,7711,42.0,0.0,0,3,4,1440,0.0,1977,1977,2880.0
1212,0.0,3.0,1,36,6,1176,0.0,460,2,2009.0,1212,2,10420,83.0,0.0,22,5,6,1212,0.0,2009,2009,2424.0
572,539.0,2.0,0,0,1,572,0.0,288,1,1982.0,1111,1,5700,69.0,0.0,0,7,7,572,0.0,1926,1950,1683.0
1175,1540.0,4.0,0,575,6,487,0.0,831,3,1994.0,2715,2,8963,69.0,289.0,204,9,8,1142,0.0,1976,1996,3857.0
880,844.0,3.0,2,0,1,880,0.0,527,3,1998.0,1724,2,8924,57.0,0.0,155,5,7,880,0.0,1998,1999,2604.0
1328,0.0,3.0,0,569,5,678,0.0,528,1,1963.0,1328,1,9790,69.0,451.0,26,5,6,1328,0.0,1963,1963,2656.0
1052,0.0,3.0,2,1016,0,36,0.0,288,2,1968.0,1052,1,8400,70.0,168.0,0,5,5,1052,356.0,1968,1968,2104.0
1301,1116.0,4.0,0,0,1,1288,0.0,462,1,1991.0,2417,2,16059,121.0,284.0,82,5,8,1288,127.0,1991,1992,3705.0
948,0.0,3.0,0,732,3,216,0.0,280,0,1956.0,948,1,8190,60.0,0.0,36,6,4,948,0.0,1954,1954,1896.0
1136,883.0,3.0,0,0,1,728,0.0,532,1,1997.0,2019,2,11414,60.0,0.0,135,8,7,728,0.0,1910,1993,2747.0
869,0.0,2.0,0,0,1,440,0.0,0,0,0.0,869,0,5900,51.0,0.0,0,7,4,440,0.0,1923,1958,1309.0
1554,0.0,2.0,1,24,6,1530,0.0,627,2,2006.0,1554,2,4590,34.0,108.0,73,5,8,1554,0.0,2006,2006,3108.0
1092,1020.0,4.0,1,500,5,176,0.0,576,1,1969.0,2112,1,11075,85.0,0.0,0,5,6,952,0.0,1969,1969,3064.0
1416,0.0,3.0,0,0,1,816,0.0,576,1,2007.0,1416,2,25339,69.0,0.0,0,7,5,816,0.0,1918,2007,2232.0
864,729.0,3.0,0,759,6,80,0.0,398,0,2004.0,1593,1,7415,62.0,0.0,75,5,6,839,0.0,2004,2004,2432.0
1381,0.0,3.0,0,982,5,179,0.0,676,0,1972.0,1381,2,9360,78.0,0.0,0,7,6,1161,0.0,1972,2006,2542.0
1632,0.0,3.0,0,620,3,0,0.0,338,2,1958.0,1632,1,9600,80.0,183.0,0,6,6,1240,0.0,1958,1988,2872.0
954,0.0,2.0,0,0,1,920,0.0,240,1,1938.0,954,0,6305,50.0,0.0,0,7,5,920,0.0,1938,1950,1874.0
495,1427.0,4.0,4,0,0,0,0.0,672,2,2003.0,1922,2,7301,64.0,500.0,0,5,7,0,0.0,2003,2003,1922.0
980,0.0,3.0,0,560,4,420,0.0,484,1,1986.0,980,1,7064,71.0,153.0,0,6,5,980,192.0,1977,1977,1960.0
920,866.0,3.0,1,486,6,434,0.0,608,2,2001.0,1786,2,11250,68.0,162.0,42,5,7,920,0.0,2001,2002,2706.0
1694,0.0,3.0,2,1369,6,317,0.0,636,2,2004.0,1694,2,10084,75.0,186.0,57,5,8,1686,0.0,2004,2005,3380.0
972,0.0,2.0,0,680,5,292,0.0,240,1,1948.0,972,1,8000,50.0,0.0,0,6,6,972,0.0,1948,2002,1944.0
1437,0.0,3.0,0,988,3,200,0.0,576,1,1999.0,1437,1,14175,69.0,0.0,0,6,5,1188,0.0,1956,1987,2625.0
1055,1208.0,3.0,0,0,1,1055,0.0,905,3,2001.0,2263,2,9240,69.0,396.0,45,5,8,1055,0.0,2001,2002,3318.0
1040,685.0,3.0,0,315,6,114,0.0,550,2,1979.0,1725,1,11584,80.0,96.0,88,6,7,539,0.0,1979,1979,2264.0
1236,0.0,2.0,0,360,4,710,0.0,447,1,1957.0,1236,2,10011,72.0,64.0,0,6,5,1070,0.0,1957,1996,2306.0
1040,0.0,3.0,0,369,2,671,0.0,286,2,1959.0,1040,1,7560,70.0,0.0,0,5,5,1040,0.0,1959,1959,2080.0
1704,0.0,3.0,0,1218,6,486,0.0,772,0,2008.0,1704,2,11478,98.0,200.0,50,5,8,1704,0.0,2007,2008,3408.0
1523,0.0,3.0,0,644,5,549,0.0,478,3,1976.0,1523,1,11361,104.0,160.0,0,5,6,1193,0.0,1976,1976,2716.0
1489,0.0,3.0,0,0,1,1489,0.0,776,2,2006.0,1489,2,11216,81.0,0.0,140,5,8,1489,0.0,2006,2006,2978.0
1569,0.0,1.0,0,988,0,398,0.0,660,0,2007.0,1569,2,3635,51.0,130.0,20,5,7,1386,0.0,2007,2007,2955.0
1212,0.0,3.0,0,0,1,1212,0.0,573,2,2001.0,1212,2,9100,70.0,0.0,0,5,7,1212,0.0,2001,2001,2424.0
1573,0.0,3.0,0,788,6,785,0.0,544,2,2002.0,1573,2,9808,67.0,110.0,72,5,7,1573,0.0,2002,2002,3146.0
1012,778.0,4.0,0,247,3,485,0.0,484,2,1972.0,1790,1,10400,80.0,288.0,0,5,6,732,0.0,1972,1972,2522.0
1072,504.0,3.0,3,1309,6,15,0.0,528,2,1923.0,1576,2,21384,144.0,0.0,312,6,5,1324,0.0,1923,2004,2900.0
864,864.0,3.0,0,503,3,361,0.0,673,2,2003.0,1728,2,8791,64.0,0.0,56,5,6,864,0.0,2003,2003,2592.0
1600,0.0,3.0,0,0,1,1566,0.0,890,2,2007.0,1600,2,14230,110.0,640.0,56,5,8,1566,0.0,2007,2007,3166.0
1922,0.0,3.0,3,1249,6,673,0.0,676,3,2005.0,1922,2,14157,86.0,200.0,51,5,9,1922,0.0,2005,2006,3844.0
846,846.0,3.0,2,0,1,846,0.0,650,2,2009.0,1692,2,13159,83.0,0.0,114,5,7,846,0.0,2009,2009,2538.0
1656,0.0,3.0,2,24,6,1632,0.0,826,0,2006.0,1656,2,11096,84.0,0.0,146,5,8,1656,0.0,2006,2006,3312.0
1047,0.0,2.0,0,0,1,641,0.0,273,1,1954.0,1047,1,10800,60.0,0.0,0,7,4,641,0.0,1885,1995,1688.0
1848,880.0,4.0,0,1410,6,438,0.0,706,3,2006.0,2728,3,20431,56.0,870.0,0,5,9,1848,0.0,2005,2006,4576.0
1425,0.0,3.0,0,490,0,935,0.0,576,2,1964.0,1425,1,10175,100.0,272.0,0,5,6,1425,0.0,1964,1964,2850.0
952,0.0,2.0,0,0,1,952,0.0,192,1,1916.0,952,0,8854,69.0,0.0,98,6,6,952,0.0,1916,1950,1904.0
990,0.0,3.0,0,716,5,274,0.0,576,1,1996.0,990,1,13568,43.0,0.0,0,5,5,990,0.0,1995,1995,1980.0
988,0.0,1.0,3,938,5,0,0.0,540,1,1969.0,988,1,21453,69.0,0.0,130,5,6,938,0.0,1969,1969,1926.0
1056,0.0,3.0,0,1056,3,0,0.0,384,1,1966.0,1056,1,8900,69.0,0.0,42,4,4,1056,0.0,1966,1966,2112.0
1746,0.0,3.0,3,1320,6,426,0.0,758,3,2006.0,1746,3,14892,42.0,160.0,39,5,9,1746,0.0,2006,2007,3492.0
885,833.0,3.0,0,0,1,832,0.0,427,3,1998.0,1718,1,10141,74.0,40.0,94,5,7,832,0.0,1998,1998,2550.0
1464,0.0,3.0,2,444,5,76,0.0,480,2,1997.0,1464,1,12886,70.0,0.0,0,6,5,520,0.0,1963,1999,1984.0
831,829.0,3.0,0,0,1,831,0.0,493,2,2002.0,1660,2,8935,68.0,95.0,68,5,7,831,0.0,2002,2002,2491.0
1752,0.0,2.0,0,456,6,1296,0.0,576,2,2005.0,1752,3,7658,61.0,412.0,82,5,9,1752,0.0,2005,2005,3504.0
1361,1259.0,4.0,0,498,6,652,145.0,600,2,1977.0,2620,1,18890,69.0,1.0,24,5,5,1361,0.0,1977,1977,3981.0
3138,1538.0,3.0,3,2260,6,878,0.0,884,3,2007.0,4676,3,40094,130.0,762.0,406,5,10,3138,0.0,2007,2008,7814.0
784,0.0,2.0,0,784,5,0,0.0,0,0,0.0,784,2,6130,50.0,0.0,0,6,5,784,0.0,1924,1950,1568.0
1120,0.0,3.0,0,932,5,108,0.0,544,2,1961.0,1120,0,6970,85.0,0.0,0,5,4,1040,0.0,1961,1961,2160.0
1382,0.0,3.0,0,547,3,504,0.0,459,0,1974.0,1382,1,11235,75.0,51.0,82,5,4,1051,0.0,1963,1979,2433.0
672,714.0,3.0,1,438,3,234,0.0,440,3,1978.0,1386,1,11616,69.0,328.0,0,5,6,672,0.0,1978,1978,2058.0
334,0.0,1.0,4,0,0,0,0.0,0,0,0.0,334,0,5000,50.0,0.0,0,3,1,0,0.0,1946,1950,334.0
600,600.0,2.0,0,0,1,600,0.0,480,2,2004.0,1200,2,3182,30.0,0.0,172,5,7,600,0.0,2004,2005,1800.0
1414,0.0,2.0,0,0,1,1375,0.0,398,3,2004.0,1414,2,3072,69.0,18.0,20,5,7,1375,0.0,2004,2004,2789.0
1584,0.0,4.0,0,0,1,1584,0.0,792,1,1967.0,1584,1,8944,65.0,0.0,152,5,5,1584,0.0,1967,1967,3168.0
792,725.0,3.0,0,0,1,792,0.0,400,1,1931.0,1517,2,11435,69.0,0.0,0,7,8,792,0.0,1929,1950,2309.0
1258,0.0,3.0,0,656,5,602,0.0,528,0,1971.0,1258,2,11040,80.0,144.0,0,7,6,1258,0.0,1971,2004,2516.0
902,0.0,3.0,0,599,6,277,0.0,288,1,1967.0,902,1,6173,69.0,75.0,0,6,5,876,0.0,1967,1967,1778.0
1158,0.0,3.0,0,941,5,217,0.0,576,1,2006.0,1158,2,13072,63.0,0.0,50,5,6,1158,0.0,2004,2004,2316.0
964,0.0,2.0,0,713,5,163,0.0,432,1,1921.0,964,1,13360,80.0,0.0,0,7,5,876,0.0,1921,2006,1840.0
1465,915.0,3.0,0,187,2,111,0.0,596,1,1965.0,2380,1,18450,69.0,113.0,265,5,6,1021,0.0,1965,1979,3401.0
1232,0.0,2.0,2,724,6,508,0.0,632,0,2007.0,1232,2,7314,64.0,82.0,0,5,7,1232,0.0,2007,2007,2464.0
864,0.0,3.0,2,390,5,474,0.0,352,1,1989.0,864,1,7180,60.0,0.0,0,7,5,864,0.0,1972,1972,1728.0
1175,807.0,3.0,2,421,6,386,0.0,575,0,1989.0,1982,2,11287,82.0,340.0,84,6,7,807,0.0,1989,1989,2789.0
